Ath_Gene,Ath_Transcript,Ptr_Gene,Ptr_Transcript,Identity,Coverage,Evalue,Bitscore
AT4G33940,AT4G33940.1,Potri.004G143900,Potri.004G143900.1,54.922,73,3.32e-72,221
AT4G33945,AT4G33945.1,Potri.009G106100,Potri.009G106100.1,66.667,99,0,608
AT4G33950,AT4G33950.1,Potri.004G145500,Potri.004G145500.8,88.493,100,0,671
AT4G33970,AT4G33970.1,Potri.004G146350,Potri.004G146350.1,69.118,57,0,597
AT4G33985,AT4G33985.1,Potri.009G101300,Potri.009G101300.4,67.376,91,1.07e-58,179
AT4G33990,AT4G33990.1,Potri.001G466066,Potri.001G466066.2,62.485,99,0,1067
AT4G34000,AT4G34000.1,Potri.009G101101,Potri.009G101101.2,48.171,100,1.36e-120,359
AT4G34020,AT4G34020.1,Potri.009G100900,Potri.009G100900.1,60.421,98,0,558
AT4G34030,AT4G34030.1,Potri.009G100800,Potri.009G100800.1,78.041,100,0,984
AT4G34040,AT4G34040.1,Potri.009G100100,Potri.009G100100.5,44.944,96,2.22e-152,459
AT4G34050,AT4G34050.1,Potri.009G099800,Potri.009G099800.2,89.516,95,1.06e-170,471
AT4G34060,AT4G34060.1,Potri.008G025900,Potri.008G025900.5,50.178,64,3.79e-166,536
AT4G34070,AT4G34070.1,Potri.006G206200,Potri.006G206200.1,61.278,84,1.59e-115,340
AT4G34080,AT4G34080.1,Potri.002G145900,Potri.002G145900.1,75.735,99,9.42e-148,420
AT4G34090,AT4G34090.3,Potri.009G099600,Potri.009G099600.1,70.846,81,1.57e-165,467
AT4G34100,AT4G34100.1,Potri.009G099400,Potri.009G099400.4,77.455,98,0,1689
AT4G34110,AT4G34110.1,Potri.001G304000,Potri.001G304000.1,70.794,96,0,873
AT4G34120,AT4G34120.1,Potri.001G303900,Potri.001G303900.1,69.697,83,3.14e-92,271
AT4G34131,AT4G34131.1,Potri.009G098966,Potri.009G098966.1,58.316,99,0,588
AT4G34135,AT4G34135.1,Potri.009G098966,Potri.009G098966.1,57.464,99,0,586
AT4G34138,AT4G34138.1,Potri.009G098966,Potri.009G098966.1,57.5,96,0,567
AT4G34140,AT4G34140.1,Potri.002G197500,Potri.002G197500.1,40.884,99,2.94e-117,355
AT4G34150,AT4G34150.1,Potri.001G301900,Potri.001G301900.1,67.47,67,3.89e-75,228
AT4G34160,AT4G34160.1,Potri.001G301800,Potri.001G301800.1,57.88,94,1.01e-126,370
AT4G34170,AT4G34170.1,Potri.007G081100,Potri.007G081100.1,34.74,94,1.59e-44,155
AT4G34180,AT4G34180.1,Potri.001G301501,Potri.001G301501.1,65.217,99,7.54e-119,341
AT4G34190,AT4G34190.1,Potri.009G096800,Potri.009G096800.1,54.11,99,2.79e-44,142
AT4G34200,AT4G34200.1,Potri.009G096600,Potri.009G096600.1,81.592,99,0,986
AT4G34210,AT4G34210.1,Potri.005G109900,Potri.005G109900.3,69.427,99,1.81e-70,209
AT4G34215,AT4G34215.1,Potri.001G300800,Potri.001G300800.2,66.393,93,1.76e-113,327
AT4G34220,AT4G34220.1,Potri.001G300700,Potri.001G300700.1,53.291,99,0,734
AT4G34230,AT4G34230.1,Potri.009G095800,Potri.009G095800.1,78.31,99,0,512
AT4G34240,AT4G34240.1,Potri.005G069800,Potri.005G069800.15,66.327,89,0,696
AT4G34250,AT4G34250.1,Potri.004G155600,Potri.004G155600.1,60.248,98,0,634
AT4G34260,AT4G34260.1,Potri.009G093900,Potri.009G093900.1,66.504,94,0,1133
AT4G34265,AT4G34265.1,Potri.009G093400,Potri.009G093400.1,64.356,100,2.29e-25,91.3
AT4G34270,AT4G34270.1,Potri.009G093200,Potri.009G093200.2,72.378,98,5.44e-152,427
AT4G34280,AT4G34280.1,Potri.009G092500,Potri.009G092500.1,55.366,99,0,828
AT4G34290,AT4G34290.1,Potri.009G092200,Potri.009G092200.1,59.184,99,2.6e-51,160
AT4G34310,AT4G34310.1,Potri.014G034100,Potri.014G034100.2,66.558,99,0,1551
AT4G34320,AT4G34320.1,Potri.004G150800,Potri.004G150800.5,74.133,98,0,550
AT4G34330,AT4G34330.1,Potri.004G150800,Potri.004G150800.5,59.079,98,5.06e-143,410
AT4G34340,AT4G34340.1,Potri.016G092000,Potri.016G092000.2,47.207,96,1.05e-101,304
AT4G34350,AT4G34350.1,Potri.T124604,Potri.T124604.1,76.596,100,0,755
AT4G34360,AT4G34360.1,Potri.004G150200,Potri.004G150200.2,74.074,97,1.67e-136,385
AT4G34370,AT4G34370.1,Potri.T124304,Potri.T124304.1,69.064,99,0,852
AT4G34380,AT4G34380.1,Potri.009G109500,Potri.009G109500.1,58.848,97,0,538
AT4G34390,AT4G34390.1,Potri.007G035200,Potri.007G035200.1,44.924,96,0,731
AT4G34410,AT4G34410.1,Potri.004G141200,Potri.004G141200.1,41.297,97,1.24e-56,183
AT4G34412,AT4G34412.1,Potri.004G141400,Potri.004G141400.1,75.723,100,9.88e-92,265
AT4G34419,AT4G34419.1,Potri.009G102800,Potri.009G102800.1,48.214,83,2.51e-25,95.1
AT4G34420,AT4G34420.1,Potri.009G105200,Potri.009G105200.1,76.676,99,0,562
AT4G34430,AT4G34430.4,Potri.009G114900,Potri.009G114900.3,52.288,98,0,832
AT4G34440,AT4G34440.1,Potri.005G124400,Potri.005G124400.1,65,67,0,614
AT4G34450,AT4G34450.1,Potri.004G153500,Potri.004G153500.1,85.586,100,0,1574
AT4G34460,AT4G34460.1,Potri.004G153700,Potri.004G153700.1,83.641,100,0,633
AT4G34470,AT4G34470.1,Potri.005G109900,Potri.005G109900.3,68.354,99,1.41e-68,205
AT4G34480,AT4G34480.1,Potri.004G153800,Potri.004G153800.4,71.586,89,0,686
AT4G34490,AT4G34490.1,Potri.004G153900,Potri.004G153900.2,72.176,100,0,678
AT4G34500,AT4G34500.1,Potri.004G154000,Potri.004G154000.3,72.082,97,0,609
AT4G34510,AT4G34510.1,Potri.004G155600,Potri.004G155600.1,75.21,97,0,753
AT4G34520,AT4G34520.1,Potri.014G196200,Potri.014G196200.1,64.3,97,0,659
AT4G34530,AT4G34530.1,Potri.009G117300,Potri.009G117300.1,38.129,97,2.12e-66,216
AT4G34540,AT4G34540.1,Potri.009G118000,Potri.009G118000.1,65.696,99,8.01e-154,433
AT4G34555,AT4G34555.1,Potri.004G157200,Potri.004G157200.1,88.073,100,7.95e-53,161
AT4G34560,AT4G34560.1,Potri.004G157300,Potri.004G157300.1,39.914,98,3.72e-40,137
AT4G34570,AT4G34570.1,Potri.004G157400,Potri.004G157400.1,77.256,93,0,860
AT4G34580,AT4G34580.1,Potri.004G157600,Potri.004G157600.5,60.307,99,0,669
AT4G34588,AT4G34588.1,Potri.009G119650,Potri.009G119650.1,88.372,100,2.94e-19,72
AT4G34590,AT4G34590.1,Potri.009G119700,Potri.009G119700.1,60.135,90,2.89e-51,161
AT4G34600,AT4G34600.1,Potri.009G119900,Potri.009G119900.2,41.237,100,3.66e-15,64.7
AT4G34610,AT4G34610.1,Potri.004G159300,Potri.004G159300.5,46.477,99,1.39e-161,475
AT4G34620,AT4G34620.1,Potri.004G217400,Potri.004G217400.1,54.867,99,2.33e-44,141
AT4G34630,AT4G34630.1,Potri.009G121700,Potri.009G121700.1,40.201,98,1.32e-18,80.1
AT4G34640,AT4G34640.1,Potri.004G161200,Potri.004G161200.7,78.589,99,0,681
AT4G34650,AT4G34650.1,Potri.004G161200,Potri.004G161200.7,74.515,99,0,650
AT4G34660,AT4G34660.1,Potri.004G161300,Potri.004G161300.2,78.82,100,0,595
AT4G34670,AT4G34670.1,Potri.005G051200,Potri.005G051200.2,85.551,100,1.11e-161,449
AT4G34680,AT4G34680.1,Potri.009G123400,Potri.009G123400.1,41.25,93,3.61e-56,184
AT4G34700,AT4G34700.1,Potri.009G124600,Potri.009G124600.2,77.193,97,8.92e-63,187
AT4G34710,AT4G34710.1,Potri.004G163300,Potri.004G163300.1,71.114,99,0,1025
AT4G34720,AT4G34720.1,Potri.004G163400,Potri.004G163400.1,100,100,2.09e-112,317
AT4G34730,AT4G34730.1,Potri.004G164200,Potri.004G164200.2,69.863,99,1.45e-102,296
AT4G34740,AT4G34740.1,Potri.004G164000,Potri.004G164000.1,80.396,95,0,895
AT4G34750,AT4G34750.1,Potri.004G164300,Potri.004G164300.1,54.667,95,9.36e-48,152
AT4G34760,AT4G34760.1,Potri.004G164400,Potri.004G164400.1,83.333,100,4.59e-61,182
AT4G34770,AT4G34770.1,Potri.004G165800,Potri.004G165800.1,77.895,90,3.16e-49,152
AT4G34780,AT4G34780.1,Potri.009G127400,Potri.009G127400.1,65.714,65,1.31e-29,102
AT4G34790,AT4G34790.1,Potri.009G127500,Potri.009G127500.1,52.336,97,1.77e-31,107
AT4G34800,AT4G34800.1,Potri.004G165600,Potri.004G165600.1,63.441,92,6.64e-35,115
AT4G34810,AT4G34810.1,Potri.009G127500,Potri.009G127500.1,59.048,99,7.56e-37,120
AT4G34830,AT4G34830.1,Potri.004G166600,Potri.004G166600.1,51.344,99,0,1074
AT4G34840,AT4G34840.1,Potri.004G167200,Potri.004G167200.2,70.732,96,3.12e-133,377
AT4G34850,AT4G34850.1,Potri.004G167300,Potri.004G167300.1,81.679,100,0,669
AT4G34860,AT4G34860.1,Potri.004G167500,Potri.004G167500.1,83.392,99,0,994
AT4G34870,AT4G34870.1,Potri.009G130100,Potri.009G130100.3,83.237,100,4.39e-105,298
AT4G34880,AT4G34880.1,Potri.004G171000,Potri.004G171000.1,57.32,92,0,535
AT4G34890,AT4G34890.1,Potri.009G054600,Potri.009G054600.1,76.951,100,0,2212
AT4G34900,AT4G34900.1,Potri.009G054600,Potri.009G054600.1,76.183,99,0,2163
AT4G34910,AT4G34910.1,Potri.007G021800,Potri.007G021800.1,70,92,0,805
AT4G34920,AT4G34920.1,Potri.004G172000,Potri.004G172000.1,70.533,100,2.38e-176,491
AT4G34930,AT4G34930.1,Potri.004G172000,Potri.004G172000.1,63.492,80,3.64e-155,440
AT4G34940,AT4G34940.1,Potri.004G172500,Potri.004G172500.1,75.934,100,0,1041
AT4G34950,AT4G34950.1,Potri.004G173400,Potri.004G173400.1,72.522,100,0,846
AT4G34960,AT4G34960.1,Potri.009G132800,Potri.009G132800.1,77.064,97,6.18e-127,358
AT4G34970,AT4G34970.1,Potri.009G133100,Potri.009G133100.1,79.577,100,3.27e-85,246
AT4G34980,AT4G34980.1,Potri.004G173900,Potri.004G173900.2,74.434,98,0,1179
AT4G34990,AT4G34990.1,Potri.004G174400,Potri.004G174400.1,59.516,100,3.67e-107,312
AT4G35000,AT4G35000.1,Potri.004G174500,Potri.004G174500.1,81.944,100,2.09e-168,468
AT4G35010,AT4G35010.1,Potri.004G174800,Potri.004G174800.1,63.546,95,0,1117
AT4G35020,AT4G35020.1,Potri.004G174900,Potri.004G174900.2,91.457,100,6.31e-130,363
AT4G35030,AT4G35030.3,Potri.004G175100,Potri.004G175100.3,55.752,94,1.05e-167,488
AT4G35040,AT4G35040.1,Potri.009G134900,Potri.009G134900.1,62.738,97,2.33e-106,309
AT4G35050,AT4G35050.1,Potri.009G135100,Potri.009G135100.1,69.363,95,0,608
AT4G35060,AT4G35060.1,Potri.009G135300,Potri.009G135300.1,73.077,100,7.34e-82,238
AT4G35070,AT4G35070.1,Potri.004G175500,Potri.004G175500.1,41.007,100,1.07e-59,191
AT4G35080,AT4G35080.3,Potri.009G135600,Potri.009G135600.1,57.895,100,4.49e-139,402
AT4G35090,AT4G35090.1,Potri.002G009800,Potri.002G009800.5,90.872,100,0,961
AT4G35100,AT4G35100.1,Potri.004G176300,Potri.004G176300.1,90.036,100,0,514
AT4G35110,AT4G35110.3,Potri.004G176100,Potri.004G176100.3,37.081,96,2.72e-66,216
AT4G35120,AT4G35120.1,Potri.007G081100,Potri.007G081100.1,34.225,93,8.09e-48,167
AT4G35130,AT4G35130.1,Potri.004G178200,Potri.004G178200.1,55.514,99,0,919
AT4G35140,AT4G35140.1,Potri.009G139000,Potri.009G139000.2,64.718,98,0,631
AT4G35150,AT4G35150.1,Potri.009G139700,Potri.009G139700.1,48.148,96,1.77e-106,315
AT4G35160,AT4G35160.1,Potri.009G139700,Potri.009G139700.1,54.062,93,3.48e-130,378
AT4G35170,AT4G35170.1,Potri.004G180900,Potri.004G180900.3,48.299,97,1.28e-88,267
AT4G35180,AT4G35180.1,Potri.004G181100,Potri.004G181100.1,50.102,99,1.68e-158,459
AT4G35190,AT4G35190.1,Potri.004G181800,Potri.004G181800.1,81.25,98,2.8e-129,364
AT4G35200,AT4G35200.1,Potri.009G142700,Potri.009G142700.1,42.391,99,5.6e-62,197
AT4G35210,AT4G35210.1,Potri.009G142700,Potri.009G142700.1,42.391,99,9.46e-62,197
AT4G35220,AT4G35220.1,Potri.001G301501,Potri.001G301501.1,75.889,92,2.51e-142,401
AT4G35230,AT4G35230.1,Potri.004G182800,Potri.004G182800.1,84.496,100,0,904
AT4G35240,AT4G35240.1,Potri.009G142900,Potri.009G142900.1,56.784,97,0,869
AT4G35250,AT4G35250.1,Potri.004G183100,Potri.004G183100.1,83.623,99,0,684
AT4G35260,AT4G35260.1,Potri.004G204300,Potri.004G204300.1,87.097,100,0,670
AT4G35270,AT4G35270.1,Potri.009G166932,Potri.009G166932.6,51.027,99,0,902
AT4G35280,AT4G35280.1,Potri.004G205300,Potri.004G205300.1,51.735,93,2.93e-91,274
AT4G35290,AT4G35290.2,Potri.009G168300,Potri.009G168300.1,65.657,97,0,1217
AT4G35295,AT4G35295.1,Potri.009G168400,Potri.009G168400.1,61.905,52,2.77e-17,76.3
AT4G35300,AT4G35300.1,Potri.009G168500,Potri.009G168500.6,76.923,98,0,1122
AT4G35310,AT4G35310.1,Potri.004G207300,Potri.004G207300.9,83.513,99,0,969
AT4G35320,AT4G35320.1,Potri.004G207500,Potri.004G207500.1,46.259,97,6.5e-38,127
AT4G35335,AT4G35335.1,Potri.016G113200,Potri.016G113200.4,81.69,99,0,581
AT4G35350,AT4G35350.1,Potri.004G207600,Potri.004G207600.1,75,99,0,568
AT4G35360,AT4G35360.1,Potri.004G207700,Potri.004G207700.1,83.516,99,0,634
AT4G35370,AT4G35370.1,Potri.007G019601,Potri.007G019601.1,52.891,95,7.13e-159,458
AT4G35380,AT4G35380.1,Potri.004G208400,Potri.004G208400.1,65.078,99,0,2269
AT4G35390,AT4G35390.1,Potri.008G058700,Potri.008G058700.9,52.191,81,2.36e-75,234
AT4G35410,AT4G35410.2,Potri.014G079000,Potri.014G079000.1,91.925,99,9.66e-109,307
AT4G35420,AT4G35420.1,Potri.008G138600,Potri.008G138600.1,77.09,99,0,535
AT4G35440,AT4G35440.2,Potri.004G209902,Potri.004G209902.1,65.123,83,0,795
AT4G35450,AT4G35450.5,Potri.004G210000,Potri.004G210000.12,68.182,87,5.91e-151,430
AT4G35460,AT4G35460.1,Potri.001G456800,Potri.001G456800.1,77.419,99,0,587
AT4G35470,AT4G35470.1,Potri.007G065000,Potri.007G065000.5,66.014,98,0,722
AT4G35480,AT4G35480.1,Potri.005G099000,Potri.005G099000.1,53.179,84,8.06e-56,176
AT4G35490,AT4G35490.1,Potri.007G058600,Potri.007G058600.1,83.226,99,1.43e-97,278
AT4G35500,AT4G35500.2,Potri.007G063100,Potri.007G063100.4,75.506,99,0,697
AT4G35510,AT4G35510.1,Potri.007G063000,Potri.007G063000.1,41.96,100,1.08e-43,155
AT4G35520,AT4G35520.1,Potri.005G101900,Potri.005G101900.2,40.564,100,0,781
AT4G35530,AT4G35530.1,Potri.018G026700,Potri.018G026700.4,56.842,96,2.27e-70,212
AT4G35540,AT4G35540.1,Potri.004G084700,Potri.004G084700.1,44.547,100,4.38e-127,382
AT4G35550,AT4G35550.1,Potri.005G101800,Potri.005G101800.1,61.511,99,7.75e-111,320
AT4G35560,AT4G35560.2,Potri.005G101600,Potri.005G101600.1,55.784,99,0,1123
AT4G35570,AT4G35570.1,Potri.005G101400,Potri.005G101400.2,45.6,95,3.26e-34,116
AT4G35580,AT4G35580.2,Potri.011G149300,Potri.011G149300.3,46.628,83,2e-135,408
AT4G35590,AT4G35590.1,Potri.005G101000,Potri.005G101000.2,50.595,87,1.29e-93,283
AT4G35600,AT4G35600.2,Potri.007G062700,Potri.007G062700.1,59.024,94,1.63e-170,485
AT4G35620,AT4G35620.1,Potri.005G100000,Potri.005G100000.1,62.005,97,1.57e-180,510
AT4G35630,AT4G35630.1,Potri.005G099900,Potri.005G099900.1,78.52,95,0,679
AT4G35640,AT4G35640.1,Potri.013G109500,Potri.013G109500.1,58.893,70,9.32e-102,302
AT4G35650,AT4G35650.1,Potri.007G064000,Potri.007G064000.1,84.011,100,0,645
AT4G35655,AT4G35655.1,Potri.011G094200,Potri.011G094200.3,57.812,83,1.14e-17,71.2
AT4G35660,AT4G35660.1,Potri.007G059700,Potri.007G059700.1,35.906,95,2.94e-40,142
AT4G35670,AT4G35670.1,Potri.018G028700,Potri.018G028700.2,47.816,97,5.53e-118,351
AT4G35680,AT4G35680.1,Potri.007G059700,Potri.007G059700.1,35.179,58,2.38e-41,150
AT4G35690,AT4G35690.1,Potri.005G103700,Potri.005G103700.2,42.123,99,3.51e-58,189
AT4G35700,AT4G35700.1,Potri.005G100300,Potri.005G100300.1,30.612,52,4.35e-13,68.6
AT4G35710,AT4G35710.1,Potri.005G103700,Potri.005G103700.2,38.047,99,5.08e-45,155
AT4G35720,AT4G35720.1,Potri.005G103800,Potri.005G103800.1,37.117,99,2.99e-53,177
AT4G35730,AT4G35730.1,Potri.007G059801,Potri.007G059801.1,53.586,99,5.14e-144,421
AT4G35740,AT4G35740.1,Potri.005G107400,Potri.005G107400.1,64.883,97,0,933
AT4G35750,AT4G35750.1,Potri.002G014700,Potri.002G014700.1,68.317,99,2.92e-103,296
AT4G35760,AT4G35760.1,Potri.005G106500,Potri.005G106500.2,57.6,98,2.29e-148,424
AT4G35770,AT4G35770.1,Potri.005G106400,Potri.005G106400.1,61.538,83,1.33e-64,199
AT4G35780,AT4G35780.1,Potri.005G106200,Potri.005G106200.3,70.557,96,0,817
AT4G35790,AT4G35790.1,Potri.005G105600,Potri.005G105600.3,69.187,100,0,1276
AT4G35800,AT4G35800.1,Potri.005G107600,Potri.005G107600.1,81.976,94,0,2922
AT4G35810,AT4G35810.1,Potri.005G245300,Potri.005G245300.3,65.328,93,6e-131,374
AT4G35820,AT4G35820.1,Potri.005G108000,Potri.005G108000.1,57.5,65,1.66e-71,222
AT4G35830,AT4G35830.1,Potri.005G108100,Potri.005G108100.1,90.625,99,0,1707
AT4G35840,AT4G35840.1,Potri.005G108200,Potri.005G108200.1,77.778,95,8.6e-131,369
AT4G35850,AT4G35850.1,Potri.001G341400,Potri.001G341400.1,62.054,99,0,571
AT4G35860,AT4G35860.1,Potri.009G159600,Potri.009G159600.2,92.453,100,1.05e-148,412
AT4G35870,AT4G35870.1,Potri.005G108600,Potri.005G108600.1,73.777,97,0,1154
AT4G35880,AT4G35880.1,Potri.007G063800,Potri.007G063800.1,71.657,95,0,743
AT4G35890,AT4G35890.1,Potri.007G063600,Potri.007G063600.1,38.106,80,8.13e-64,218
AT4G35900,AT4G35900.1,Potri.005G109500,Potri.005G109500.2,51.2,82,7.79e-62,197
AT4G35910,AT4G35910.1,Potri.006G051300,Potri.006G051300.1,60.087,99,0,547
AT4G35920,AT4G35920.1,Potri.005G110000,Potri.005G110000.6,72.249,99,0,625
AT4G35930,AT4G35930.1,Potri.005G110200,Potri.005G110200.1,58.075,99,2.76e-112,327
AT4G35950,AT4G35950.1,Potri.005G110700,Potri.005G110700.1,96.97,100,1.33e-143,398
AT4G35970,AT4G35970.1,Potri.005G112200,Potri.005G112200.1,64.413,98,9.74e-129,367
AT4G35980,AT4G35980.1,Potri.005G111900,Potri.005G111900.1,76.136,100,5.64e-45,140
AT4G35985,AT4G35985.1,Potri.005G111600,Potri.005G111600.1,60.497,93,2.28e-179,509
AT4G35987,AT4G35987.1,Potri.007G057000,Potri.007G057000.1,62.706,98,9.06e-145,410
AT4G36000,AT4G36000.1,Potri.005G112600,Potri.005G112600.1,65.888,99,1.42e-88,264
AT4G36010,AT4G36010.1,Potri.005G112700,Potri.005G112700.1,65.203,98,1.5e-136,389
AT4G36020,AT4G36020.1,Potri.007G057100,Potri.007G057100.1,45.382,96,3.13e-52,172
AT4G36030,AT4G36030.1,Potri.005G113000,Potri.005G113000.1,63.959,99,0,840
AT4G36040,AT4G36040.1,Potri.005G113100,Potri.005G113100.5,53.061,90,2.62e-41,135
AT4G36050,AT4G36050.2,Potri.007G057400,Potri.007G057400.2,56.013,96,0,670
AT4G36060,AT4G36060.1,Potri.005G113400,Potri.005G113400.3,45.882,75,4.48e-52,173
AT4G36070,AT4G36070.2,Potri.007G057600,Potri.007G057600.1,74,94,0,830
AT4G36080,AT4G36080.1,Potri.005G114300,Potri.005G114300.1,79.451,100,0,6352
AT4G36090,AT4G36090.3,Potri.005G114800,Potri.005G114800.1,60.532,84,9.43e-177,508
AT4G36100,AT4G36100.1,Potri.002G145900,Potri.002G145900.1,70.423,59,1.09e-59,194
AT4G36105,AT4G36105.2,Potri.005G115500,Potri.005G115500.2,42.81,96,4.65e-57,186
AT4G36110,AT4G36110.1,Potri.007G012800,Potri.007G012800.1,69.159,100,3.82e-48,149
AT4G36120,AT4G36120.1,Potri.002G024400,Potri.002G024400.4,42.468,99,0,695
AT4G36130,AT4G36130.1,Potri.005G115700,Potri.005G115700.1,94.574,99,0,508
AT4G36140,AT4G36140.1,Potri.019G070700,Potri.019G070700.5,34.343,85,9.82e-144,476
AT4G36150,AT4G36150.1,Potri.019G069500,Potri.019G069500.7,30.603,96,1.84e-166,533
AT4G36160,AT4G36160.1,Potri.007G014400,Potri.007G014400.3,64.096,98,4.87e-157,447
AT4G36180,AT4G36180.1,Potri.007G014700,Potri.007G014700.1,70.063,98,0,1467
AT4G36190,AT4G36190.1,Potri.007G015400,Potri.007G015400.2,68.465,99,0,710
AT4G36195,AT4G36195.1,Potri.007G015400,Potri.007G015400.1,68.902,99,0,729
AT4G36210,AT4G36210.3,Potri.007G016100,Potri.007G016100.2,68.852,98,0,817
AT4G36220,AT4G36220.1,Potri.005G117500,Potri.005G117500.1,74.759,99,0,828
AT4G36240,AT4G36240.1,Potri.005G117600,Potri.005G117600.1,42.599,93,1.72e-49,165
AT4G36250,AT4G36250.1,Potri.007G017100,Potri.007G017100.1,62.099,96,0,635
AT4G36260,AT4G36260.1,Potri.005G118200,Potri.005G118200.1,45.902,71,2.39e-57,189
AT4G36270,AT4G36270.1,Potri.005G118400,Potri.005G118400.1,53.922,99,3.42e-177,513
AT4G36280,AT4G36280.1,Potri.005G118400,Potri.005G118400.1,60.265,95,0,714
AT4G36290,AT4G36290.1,Potri.005G118400,Potri.005G118400.1,61.538,93,0,709
AT4G36350,AT4G36350.1,Potri.004G160100,Potri.004G160100.1,62.115,97,0,599
AT4G36360,AT4G36360.1,Potri.007G018100,Potri.007G018100.1,81.988,99,0,1499
AT4G36380,AT4G36380.1,Potri.007G018400,Potri.007G018400.1,65.875,86,0,645
AT4G36390,AT4G36390.1,Potri.007G018500,Potri.007G018500.1,69.92,95,0,875
AT4G36400,AT4G36400.1,Potri.007G018600,Potri.007G018600.2,80.903,87,0,817
AT4G36410,AT4G36410.1,Potri.002G030800,Potri.002G030800.1,79.63,100,2.14e-99,283
AT4G36420,AT4G36420.1,Potri.007G019100,Potri.007G019100.4,56.995,100,2.67e-53,168
AT4G36430,AT4G36430.1,Potri.005G118700,Potri.005G118700.1,70.958,100,2.17e-178,497
AT4G36440,AT4G36440.1,Potri.007G019400,Potri.007G019400.2,62.814,98,0,516
AT4G36450,AT4G36450.1,Potri.005G119500,Potri.005G119500.3,79.945,99,0,619
AT4G36470,AT4G36470.1,Potri.007G021400,Potri.007G021400.2,61.918,98,5.25e-166,469
AT4G36480,AT4G36480.1,Potri.012G043800,Potri.012G043800.1,77.226,100,0,766
AT4G36490,AT4G36490.1,Potri.005G119700,Potri.005G119700.2,67.558,99,0,743
AT4G36500,AT4G36500.1,Potri.007G022300,Potri.007G022300.1,44.643,88,4.2e-20,79.3
AT4G36520,AT4G36520.1,Potri.007G022600,Potri.007G022600.1,43.541,100,5.84e-124,422
AT4G36530,AT4G36530.2,Potri.005G121000,Potri.005G121000.1,73.639,92,0,559
AT4G36540,AT4G36540.1,Potri.007G023600,Potri.007G023600.1,38.42,96,1.2e-50,172
AT4G36550,AT4G36550.1,Potri.007G023700,Potri.007G023700.1,40.975,97,7.72e-168,502
AT4G36570,AT4G36570.1,Potri.005G122200,Potri.005G122200.1,76.271,93,4.88e-27,93.6
AT4G36580,AT4G36580.1,Potri.007G023900,Potri.007G023900.1,74.961,99,0,888
AT4G36590,AT4G36590.1,Potri.017G047300,Potri.017G047300.1,40.726,99,1.46e-50,166
AT4G36600,AT4G36600.1,Potri.005G122400,Potri.005G122400.3,30.542,97,3.68e-23,100
AT4G36610,AT4G36610.1,Potri.007G024400,Potri.007G024400.1,68.139,99,3.23e-160,450
AT4G36620,AT4G36620.1,Potri.005G122700,Potri.005G122700.1,45.492,98,3.6e-48,159
AT4G36630,AT4G36630.1,Potri.005G123000,Potri.005G123000.1,71.414,100,0,1477
AT4G36640,AT4G36640.1,Potri.007G025800,Potri.007G025800.1,63.889,97,8.58e-141,399
AT4G36650,AT4G36650.1,Potri.007G027600,Potri.007G027600.1,68.48,99,0,659
AT4G36660,AT4G36660.1,Potri.007G027700,Potri.007G027700.1,69.822,94,1.16e-74,222
AT4G36670,AT4G36670.1,Potri.007G027900,Potri.007G027900.1,67.086,96,0,663
AT4G36680,AT4G36680.1,Potri.005G125400,Potri.005G125400.1,63.333,94,2.4e-174,493
AT4G36690,AT4G36690.1,Potri.007G028500,Potri.007G028500.6,65.758,99,0,683
AT4G36700,AT4G36700.1,Potri.007G029100,Potri.007G029100.1,49.373,76,2.78e-128,389
AT4G36710,AT4G36710.1,Potri.005G125800,Potri.005G125800.1,52.61,96,8.03e-164,475
AT4G36720,AT4G36720.1,Potri.007G029300,Potri.007G029300.1,57.488,100,1.66e-85,252
AT4G36730,AT4G36730.1,Potri.005G126000,Potri.005G126000.4,61.062,96,2.97e-127,368
AT4G36740,AT4G36740.1,Potri.005G126100,Potri.005G126100.1,56.221,100,8.46e-75,225
AT4G36750,AT4G36750.1,Potri.007G029600,Potri.007G029600.1,73.358,99,4.84e-139,392
AT4G36760,AT4G36760.1,Potri.007G029700,Potri.007G029700.1,74.884,99,0,1022
AT4G36770,AT4G36770.1,Potri.007G030300,Potri.007G030300.1,49.227,97,7.89e-145,423
AT4G36780,AT4G36780.1,Potri.005G126400,Potri.005G126400.5,76.733,76,1.56e-74,231
AT4G36790,AT4G36790.1,Potri.007G030800,Potri.007G030800.1,72.784,97,0,691
AT4G36800,AT4G36800.1,Potri.007G030900,Potri.007G030900.2,85.946,100,1.82e-121,341
AT4G36810,AT4G36810.1,Potri.005G127100,Potri.005G127100.1,69.211,100,0,510
AT4G36820,AT4G36820.1,Potri.007G031400,Potri.007G031400.1,52.121,95,2.11e-108,320
AT4G36830,AT4G36830.1,Potri.007G031500,Potri.007G031500.1,63.043,95,2.94e-129,369
AT4G36840,AT4G36840.1,Potri.007G081100,Potri.007G081100.1,30.172,94,2.51e-20,89
AT4G36850,AT4G36850.1,Potri.007G031800,Potri.007G031800.1,66.921,99,0,528
AT4G36860,AT4G36860.1,Potri.005G128900,Potri.005G128900.1,67.857,99,0,724
AT4G36870,AT4G36870.1,Potri.007G032700,Potri.007G032700.5,46.833,99,0,582
AT4G36880,AT4G36880.1,Potri.007G047600,Potri.007G047600.1,60.105,98,1.03e-160,456
AT4G36890,AT4G36890.1,Potri.005G141500,Potri.005G141500.1,65.275,100,0,640
